"DEATHS","MONTH","COUNTRIESANDTERRITORIES"
0,"2020-08","Comoros"
2,"2020-05","Comoros"
11,"2020-09","Congo"
205,"2020-12","Costa_Rica"
0,"2020-12","Falkland_Islands_(Malvinas)"
3181,"2020-10","Indonesia"
38,"2020-05","Democratic_Republic_of_the_Congo"
110,"2020-11","Denmark"
0,"2020-03","Greenland"
8492,"2020-10","Iran"
0,"2020-05","Faroe_Islands"
0,"2020-03","Faroe_Islands"
0,"2020-12","Fiji"
0,"2020-06","Guam"
0,"2020-05","Guam"
0,"2020-03","Djibouti"
0,"2020-12","Dominica"
325,"2020-12","Iraq"
1362,"2020-11","Iraq"
2163,"2020-09","Iraq"
0,"2020-04","Dominica"
193,"2020-04","Finland"
0,"2020-02","Finland"
0,"2020-07","Guernsey"
5242,"2020-12","France"
1287,"2020-09","France"
352,"2020-08","France"
15,"2020-07","Guinea"
16,"2020-05","Guinea"
3,"2020-05","Isle_of_Man"
350,"2020-11","Israel"
42,"2020-03","Dominican_Republic"
0,"2019-12","Dominican_Republic"
791,"2020-11","Ecuador"
18,"2020-12","French_Polynesia"
62,"2020-03","Ecuador"
0,"2020-08","French_Polynesia"
0,"2020-06","Guyana"
1902,"2020-07","Egypt"
7,"2020-04","Guyana"
91,"2020-09","Croatia"
0,"2020-02","Egypt"
960,"2020-11","Georgia"
35,"2020-05","Haiti"
0,"2020-04","Holy_See"
0,"2020-01","Croatia"
0,"2020-03","Georgia"
0,"2020-02","Georgia"
0,"2020-03","El_Salvador"
151,"2020-09","Hungary"
3,"2020-11","Curaçao"
0,"2020-08","Curaçao"
3,"2020-12","Ghana"
3,"2020-10","Cyprus"
77,"2020-06","Ghana"
0,"2020-08","Iceland"
0,"2020-05","Iceland"
213,"2020-09","Czechia"
3,"2020-03","Estonia"
0,"2020-02","Estonia"
0,"2020-01","Estonia"
1701,"2020-11","Greece"
0,"2020-01","Iceland"
0,"2019-12","Iceland"
203,"2020-04","Czechia"
26,"2020-11","Democratic_Republic_of_the_Congo"
91,"2020-12","Ethiopia"
16,"2020-06","Greece"
36,"2020-05","Greece"
43,"2020-08","Democratic_Republic_of_the_Congo"
0,"2020-01","Lithuania"
0,"2019-12","Lithuania"
66,"2020-09","Montenegro"
0,"2020-08","Northern_Mariana_Islands"
988,"2020-08","Kazakhstan"
150,"2020-06","Kazakhstan"
7,"2020-11","Madagascar"
0,"2020-09","Montserrat"
0,"2020-05","Montserrat"
6,"2020-05","Madagascar"
1,"2020-12","Malawi"
1473,"2020-10","Morocco"
21,"2020-06","Morocco"
176,"2020-04","Norway"
109,"2020-09","Kosovo"
9,"2020-12","Mozambique"
5,"2020-07","Mozambique"
252,"2020-07","Oman"
10,"2020-04","Oman"
0,"2020-02","Oman"
699,"2020-12","Pakistan"
77,"2020-09","Kuwait"
2,"2020-08","Malaysia"
0,"2020-03","Mozambique"
935,"2020-10","Myanmar"
0,"2020-02","Kuwait"
0,"2020-01","Malaysia"
0,"2019-12","Malaysia"
0,"2020-05","Myanmar"
559,"2020-11","Nepal"
4,"2020-09","Mali"
270,"2020-09","Nepal"
169,"2020-08","Nepal"
18,"2020-03","Pakistan"
0,"2020-01","Pakistan"
0,"2019-12","Pakistan"
0,"2020-03","Kyrgyzstan"
25,"2020-10","Malta"
22,"2020-09","Malta"
0,"2019-12","Nepal"
82,"2020-08","Palestine"
1,"2020-03","Palestine"
249,"2020-12","Panama"
3,"2020-08","Latvia"
3,"2020-08","Malta"
0,"2019-12","Netherlands"
0,"2020-12","New_Zealand"
8,"2020-06","Lebanon"
1,"2020-11","Lesotho"
3,"2020-03","Mauritius"
0,"2020-10","Liberia"
9,"2020-08","Liberia"
16,"2020-04","Liberia"
307,"2020-10","Libya"
2,"2020-07","Niger"
50,"2020-07","Libya"
109,"2020-04","Moldova"
0,"2020-11","Jersey"
0,"2020-03","Liechtenstein"
65,"2020-10","Lithuania"
0,"2020-07","Monaco"
1,"2020-04","Monaco"
2,"2020-03","Nigeria"
0,"2020-01","Nigeria"
42,"2020-09","Jordan"
4,"2020-08","Jordan"
2,"2020-07","Lithuania"
0,"2020-07","Mongolia"
58,"2020-05","North_Macedonia"
96,"2020-07","Senegal"
0,"2019-12","Spain"
159,"2020-07","Portugal"
0,"2020-03","Senegal"
735,"2020-11","Serbia"
38,"2020-09","Serbia"
78,"2020-12","Sudan"
168,"2020-03","Turkey"
80,"2020-04","Puerto_Rico"
1,"2020-04","Turks_and_Caicos_islands"
58,"2020-07","Qatar"
0,"2020-03","Seychelles"
35,"2020-10","Uganda"
0,"2020-06","Uganda"
1923,"2020-12","Romania"
0,"2020-09","Singapore"
374,"2020-12","Sweden"
451,"2020-06","Ukraine"
578,"2020-05","Romania"
44,"2020-03","Romania"
3,"2020-06","Singapore"
0,"2019-12","Sweden"
5261,"2020-12","United_Kingdom"
0,"2019-12","Romania"
249,"2020-05","Switzerland"
446,"2020-05","Ukraine"
80,"2020-11","United_Arab_Emirates"
12,"2020-09","Slovakia"
0,"2020-07","Slovakia"
0,"2019-12","Switzerland"
11,"2020-08","Slovenia"
2,"2020-03","Syria"
0,"2020-11","Papua_New_Guinea"
0,"2020-11","Saint_Kitts_and_Nevis"
0,"2020-09","Saint_Kitts_and_Nevis"
6,"2020-07","Slovenia"
11,"2020-03","Slovenia"
261,"2020-08","Paraguay"
3,"2020-07","Somalia"
8,"2020-08","Tajikistan"
1512,"2020-11","Peru"
44,"2020-04","Thailand"
10,"2020-03","Thailand"
0,"2020-02","Thailand"
0,"2020-01","Thailand"
0,"2020-09","San_Marino"
3,"2020-03","South_Africa"
1737,"2020-10","Philippines"
84,"2020-04","South_Korea"
147,"2020-03","South_Korea"
87,"2020-03","Philippines"
12,"2020-05","Sao_Tome_and_Principe"
27,"2020-06","South_Sudan"
0,"2020-05","Trinidad_and_Tobago"
2868,"2020-10","Poland"
1004,"2020-08","Saudi_Arabia"
8,"2020-03","Saudi_Arabia"
2555,"2020-12","Spain"
90,"2020-07","Spain"
946,"2020-12","Portugal"
10,"2020-06","Uzbekistan"
0,"2020-12","Vanuatu"
0,"2020-01","Vietnam"
0,"2019-12","Vietnam"
0,"2020-11","Western_Sahara"
227,"2020-06","Yemen"
143,"2020-08","Zimbabwe"
0,"2020-07","United_Republic_of_Tanzania"
28649,"2020-12","United_States_of_America"
22359,"2020-06","United_States_of_America"
3170,"2020-03","United_States_of_America"
4,"2020-12","Uzbekistan"
0,"2019-12","Afghanistan"
118,"2020-10","Albania"
96,"2020-07","Albania"
12,"2020-03","Albania"
0,"2020-02","Algeria"
1,"2020-11","Andorra"
225,"2020-09","Algeria"
78,"2020-10","Afghanistan"
1,"2020-11","Antigua_and_Barbuda"
2133,"2020-12","Argentina"
2,"2020-05","Angola"
8,"2020-11","Aruba"
1,"2020-05","Aruba"
314,"2020-05","Argentina"
383,"2020-10","Armenia"
108,"2020-03","Austria"
643,"2020-11","Azerbaijan"
12,"2020-05","Australia"
11,"2020-04","Bahamas"
0,"2020-03","Bahamas"
4,"2020-04","Bahrain"
377,"2020-12","Bangladesh"
145,"2020-06","Azerbaijan"
0,"2019-12","Azerbaijan"
1165,"2020-08","Bangladesh"
5,"2020-03","Bangladesh"
0,"2020-09","Benin"
1,"2020-05","Benin"
0,"2020-11","Bermuda"
0,"2020-07","Bermuda"
5073,"2020-11","Belgium"
1576,"2020-05","Belgium"
0,"2019-12","Belgium"
89,"2020-11","Belize"
0,"2020-11","Bonaire, Saint Eustatius and Saba"
2,"2020-10","Bonaire, Saint Eustatius and Saba"
6,"2020-04","Bermuda"
88,"2020-05","Bosnia_and_Herzegovina"
10,"2020-09","Botswana"
0,"2020-06","Botswana"
0,"2020-08","Bonaire, Saint Eustatius and Saba"
0,"2020-07","Bonaire, Saint Eustatius and Saba"
145,"2020-07","Bosnia_and_Herzegovina"
0,"2020-12","Brunei_Darussalam"
1748,"2020-12","Bulgaria"
32949,"2020-07","Brazil"
29480,"2020-06","Brazil"
5307,"2020-04","Brazil"
0,"2020-11","Cambodia"
0,"2020-07","Cambodia"
6,"2020-12","Cameroon"
1,"2020-12","Burkina_Faso"
9,"2020-10","Burkina_Faso"
31,"2020-04","Burkina_Faso"
17,"2020-08","Cape_Verde"
2,"2020-03","Cameroon"
4077,"2020-05","Canada"
2,"2020-08","Central_African_Republic"
0,"2020-03","Central_African_Republic"
1,"2020-07","Chad"
9,"2020-06","Chad"
0,"2020-12","Cayman_Islands"
0,"2020-09","Cayman_Islands"
0,"2020-12","Central_African_Republic"
1,"2020-09","Central_African_Republic"
6464,"2020-09","Colombia"
6587,"2020-07","Colombia"
8,"2020-03","Chile"
4,"2020-05","Costa_Rica"
4,"2020-04","Costa_Rica"
2,"2020-12","Cote_dIvoire"
14,"2020-03","Colombia"
0,"2020-09","Comoros"
5,"2020-06","Comoros"
3,"2020-10","Congo"
160,"2020-07","Ethiopia"
96,"2020-04","Greece"
0,"2020-06","Greenland"
26,"2020-09","Denmark"
9,"2020-08","Denmark"
0,"2020-09","Grenada"
0,"2019-12","Indonesia"
3853,"2020-12","Iran"
77,"2020-03","Denmark"
0,"2020-07","Faroe_Islands"
1777,"2020-05","Iran"
0,"2020-10","Djibouti"
0,"2020-09","Fiji"
0,"2020-04","Fiji"
8,"2020-09","Finland"
0,"2019-12","Iran"
1740,"2020-10","Iraq"
0,"2020-09","Dominica"
13,"2020-03","Finland"
0,"2020-01","Finland"
15,"2020-04","Guatemala"
413,"2020-07","Dominican_Republic"
2,"2020-11","Guinea_Bissau"
13,"2020-06","Guinea_Bissau"
7,"2020-09","French_Polynesia"
1,"2020-09","Gabon"
26,"2020-11","Guyana"
54,"2020-03","Ireland"
0,"2020-01","Ireland"
0,"2020-12","Isle_of_Man"
0,"2020-01","Ecuador"
14,"2020-05","Gabon"
16,"2020-09","Gambia"
40,"2020-08","Haiti"
64,"2020-06","Haiti"
1181,"2020-11","Croatia"
0,"2020-01","Egypt"
1,"2020-06","Gambia"
0,"2020-08","Holy_See"
0,"2020-07","Holy_See"
0,"2020-05","Holy_See"
118,"2020-06","El_Salvador"
240,"2020-11","Honduras"
1,"2020-07","Cuba"
0,"2020-12","Equatorial_Guinea"
20,"2020-06","Equatorial_Guinea"
168,"2020-07","Germany"
7,"2020-03","Honduras"
1961,"2020-12","Hungary"
0,"2020-12","Eritrea"
0,"2020-04","Eritrea"
5705,"2020-04","Germany"
19,"2020-10","Ghana"
2,"2020-06","Cyprus"
2,"2020-05","Cyprus"
8,"2020-04","Cyprus"
9,"2020-10","Estonia"
0,"2020-09","Estonia"
0,"2020-07","Estonia"
0,"2020-06","Iceland"
5060,"2020-11","Czechia"
5,"2020-12","Eswatini"
28722,"2020-08","India"
24,"2020-03","Czechia"
1,"2020-04","Eswatini"
273,"2020-10","Ethiopia"
126,"2020-09","Greece"
0,"2020-01","India"
50,"2020-08","Montenegro"
37,"2020-07","Montenegro"
2,"2020-05","Montenegro"
0,"2020-11","Northern_Mariana_Islands"
0,"2020-10","Northern_Mariana_Islands"
0,"2020-07","Northern_Mariana_Islands"
471,"2020-11","Kenya"
22,"2020-03","Luxembourg"
15,"2020-10","Madagascar"
0,"2020-08","Montserrat"
2164,"2020-11","Morocco"
86,"2020-08","Madagascar"
14,"2020-06","Madagascar"
765,"2020-08","Morocco"
0,"2020-01","Norway"
316,"2020-08","Kosovo"
32,"2020-10","Mozambique"
36,"2020-09","Mozambique"
1,"2020-03","Kosovo"
6,"2020-06","Malaysia"
1137,"2020-05","Pakistan"
0,"2020-02","Malaysia"
8,"2020-07","Maldives"
0,"2020-06","Myanmar"
324,"2020-10","Panama"
598,"2020-08","Panama"
1321,"2020-07","Kyrgyzstan"
36,"2020-12","Mali"
255,"2020-11","Palestine"
0,"2020-12","Laos"
75,"2020-08","Netherlands"
0,"2020-03","Laos"
128,"2020-11","Latvia"
32,"2020-10","Latvia"
6,"2020-06","Latvia"
15,"2020-04","Latvia"
0,"2020-06","Malta"
0,"2020-12","New_Caledonia"
2,"2020-10","Mauritania"
0,"2020-05","New_Caledonia"
0,"2020-10","New_Zealand"
2,"2020-05","Lebanon"
0,"2020-01","Lebanon"
4,"2020-09","Lesotho"
18,"2020-04","New_Zealand"
0,"2020-01","New_Zealand"
79,"2020-09","Jamaica"
37,"2020-07","Liberia"
18158,"2020-08","Mexico"
1,"2020-03","Nicaragua"
10,"2020-12","Niger"
1,"2020-06","Jamaica"
2,"2020-05","Jamaica"
1,"2020-03","Jamaica"
11,"2020-05","Liberia"
0,"2020-03","Liberia"
319,"2020-11","Libya"
0,"2020-01","Mexico"
285,"2020-09","Japan"
2,"2020-04","Libya"
0,"2020-03","Libya"
3,"2020-12","Liechtenstein"
1,"2020-10","Liechtenstein"
2,"2020-03","Moldova"
0,"2020-12","Monaco"
0,"2020-10","Jersey"
0,"2020-07","Liechtenstein"
1,"2020-04","Liechtenstein"
0,"2020-09","Monaco"
25,"2020-05","Lithuania"
38,"2020-04","Lithuania"
0,"2020-10","Mongolia"
0,"2020-05","Mongolia"
167,"2020-06","North_Macedonia"
1,"2020-05","Jordan"
3,"2020-04","Jordan"
148,"2020-10","Kazakhstan"
7340,"2020-03","Spain"
32,"2020-04","Tunisia"
8,"2020-03","Tunisia"
2193,"2020-12","Turkey"
2047,"2020-10","Turkey"
172,"2020-06","Portugal"
155,"2020-12","Puerto_Rico"
1,"2020-03","Sri_Lanka"
0,"2019-12","Sri_Lanka"
600,"2020-06","Turkey"
0,"2020-12","Turks_and_Caicos_islands"
0,"2020-11","Turks_and_Caicos_islands"
220,"2020-09","Puerto_Rico"
310,"2020-06","Sudan"
2,"2020-09","Sierra_Leone"
7,"2020-10","Suriname"
13,"2020-07","Suriname"
12,"2020-06","Suriname"
0,"2020-05","Suriname"
1,"2020-04","Suriname"
91,"2020-11","Uganda"
0,"2020-05","Uganda"
0,"2020-04","Uganda"
0,"2020-02","Qatar"
0,"2020-12","Singapore"
0,"2020-03","Suriname"
51,"2020-09","Sweden"
0,"2020-03","Uganda"
2976,"2020-10","Ukraine"
381,"2020-06","Romania"
0,"2020-01","Sweden"
254,"2020-10","Switzerland"
6977,"2020-12","Russia"
0,"2020-02","Russia"
0,"2020-01","Russia"
0,"2020-03","Sint_Maarten"
164,"2020-05","United_Arab_Emirates"
6,"2020-05","Slovakia"
702,"2020-11","Slovenia"
0,"2020-10","Taiwan"
0,"2020-09","Taiwan"
0,"2020-08","Saint_Kitts_and_Nevis"
0,"2020-06","Saint_Kitts_and_Nevis"
0,"2020-05","Saint_Kitts_and_Nevis"
0,"2020-12","Solomon_Islands"
0,"2020-10","Solomon_Islands"
8,"2020-12","Somalia"
1,"2020-05","Taiwan"
1,"2020-04","Taiwan"
0,"2020-08","Saint_Lucia"
4,"2020-08","Somalia"
0,"2020-10","Thailand"
5,"2020-06","Paraguay"
0,"2020-10","Saint_Vincent_and_the_Grenadines"
0,"2020-05","Saint_Vincent_and_the_Grenadines"
6216,"2020-08","South_Africa"
0,"2020-08","Thailand"
5,"2020-12","San_Marino"
0,"2020-08","San_Marino"
0,"2020-07","San_Marino"
62,"2020-11","South_Korea"
23,"2020-08","South_Korea"
9,"2020-11","Togo"
1188,"2020-11","Philippines"
25,"2020-03","San_Marino"
0,"2020-01","San_Marino"
0,"2019-12","San_Marino"
1,"2020-11","Sao_Tome_and_Principe"
16,"2020-02","South_Korea"
1,"2020-06","Togo"
6,"2020-05","Togo"
0,"2019-12","South_Korea"
3,"2020-11","South_Sudan"
33,"2020-10","Trinidad_and_Tobago"
0,"2020-07","Vietnam"
0,"2020-10","Western_Sahara"
0,"2020-09","Western_Sahara"
0,"2020-04","Western_Sahara"
17,"2020-10","Zambia"
46,"2020-07","Zimbabwe"
828,"2020-07","United_Kingdom"
0,"2020-02","United_States_of_America"
4,"2020-09","Uruguay"
7,"2020-05","Uruguay"
4,"2020-03","Afghanistan"
296,"2020-11","Albania"
409,"2020-04","Algeria"
0,"2020-01","Algeria"
193,"2020-12","Afghanistan"
131,"2020-08","Afghanistan"
538,"2020-07","Afghanistan"
0,"2020-08","Antigua_and_Barbuda"
0,"2020-05","Antigua_and_Barbuda"
34,"2020-04","Andorra"
96,"2020-10","Angola"
99,"2020-05","Armenia"
0,"2020-01","Armenia"
0,"2019-12","Armenia"
0,"2020-07","Aruba"
472,"2020-04","Austria"
85,"2020-07","Australia"
2,"2020-06","Australia"
0,"2020-01","Australia"
1825,"2020-11","Austria"
63,"2020-09","Austria"
3,"2020-07","Bahamas"
0,"2020-06","Bahamas"
19,"2020-04","Azerbaijan"
174,"2020-11","Belarus"
152,"2020-09","Belarus"
145,"2020-05","Belarus"
1300,"2020-07","Bangladesh"
13,"2020-09","Belize"
16,"2020-07","Benin"
185,"2020-08","Belgium"
79,"2020-07","Belgium"
6609,"2020-04","Belgium"
1823,"2020-07","Bolivia"
0,"2020-08","Bhutan"
61,"2020-12","Bolivia"
237,"2020-11","Bolivia"
8,"2020-03","Bosnia_and_Herzegovina"
6,"2020-12","Botswana"
13356,"2020-11","Brazil"
0,"2020-05","Bonaire, Saint Eustatius and Saba"
376,"2020-10","Bosnia_and_Herzegovina"
440,"2020-10","Bulgaria"
0,"2020-11","British_Virgin_Islands"
0,"2020-07","Burundi"
0,"2020-10","Cambodia"
0,"2020-04","Cambodia"
0,"2020-02","Cambodia"
0,"2020-10","Burundi"
0,"2020-02","Canada"
0,"2020-01","Canada"
9,"2020-11","Cape_Verde"
11,"2020-07","Cape_Verde"
59,"2020-04","Cameroon"
363,"2020-07","Canada"
1,"2020-05","Central_African_Republic"
13,"2020-10","Chad"
1,"2020-11","Cayman_Islands"
0,"2020-06","Cayman_Islands"
1,"2020-11","Central_African_Republic"
63,"2020-08","China"
491,"2020-10","Costa_Rica"
462,"2020-09","Costa_Rica"
0,"2020-11","Comoros"
43,"2020-03","Greece"
0,"2019-12","Greece"
0,"2020-12","Greenland"
0,"2020-09","Greenland"
0,"2020-05","Greenland"
3258,"2020-09","Indonesia"
0,"2020-10","Falkland_Islands_(Malvinas)"
662,"2020-04","Indonesia"
0,"2020-02","Indonesia"
0,"2020-01","Denmark"
0,"2019-12","Denmark"
0,"2020-04","Faroe_Islands"
5,"2020-08","Guam"
2,"2020-08","Djibouti"
0,"2020-10","Fiji"
0,"2020-07","Fiji"
86,"2020-05","Guatemala"
34,"2020-02","Iran"
0,"2020-03","Dominica"
1,"2020-07","Finland"
12,"2020-06","Finland"
0,"2020-12","Guernsey"
0,"2020-08","Guernsey"
68,"2020-12","Ireland"
110,"2020-10","Ireland"
8,"2020-06","Guinea"
21,"2020-04","Isle_of_Man"
4684,"2020-05","France"
3022,"2020-03","France"
44,"2020-11","French_Polynesia"
28,"2020-07","Ireland"
85,"2020-06","Ireland"
1168,"2020-06","Ecuador"
0,"2020-03","Guinea_Bissau"
41,"2020-09","Guyana"
0,"2020-06","Isle_of_Man"
241,"2020-12","Egypt"
4,"2020-08","Gabon"
7,"2020-07","Gabon"
0,"2020-05","Gambia"
1,"2020-03","Gambia"
0,"2020-12","Holy_See"
6,"2020-05","Georgia"
6,"2020-04","Georgia"
546,"2020-08","Honduras"
284,"2020-06","Honduras"
25,"2020-05","Cuba"
130,"2020-05","Honduras"
0,"2020-10","Curaçao"
0,"2020-07","Curaçao"
0,"2020-09","Eritrea"
30,"2020-12","Estonia"
0,"2020-01","Germany"
16,"2020-03","Hungary"
2,"2020-08","Cyprus"
63,"2020-07","Ghana"
0,"2020-10","Gibraltar"
0,"2020-07","Iceland"
29,"2020-06","Czechia"
0,"2019-12","Estonia"
32,"2020-03","India"
47,"2020-07","Democratic_Republic_of_the_Congo"
78,"2020-12","Luxembourg"
0,"2020-06","Luxembourg"
130,"2020-10","Montenegro"
2,"2020-06","Montenegro"
0,"2020-10","Montserrat"
59,"2020-12","Norway"
8,"2020-10","Norway"
274,"2020-10","Kenya"
249,"2020-08","Kenya"
48,"2020-05","Kenya"
0,"2020-02","Norway"
0,"2019-12","Norway"
256,"2020-08","Oman"
1,"2020-03","Kenya"
163,"2020-07","Kosovo"
10,"2020-06","Malawi"
32,"2020-12","Kuwait"
2,"2020-05","Mozambique"
327,"2020-10","Pakistan"
95,"2020-07","Kuwait"
2,"2020-12","Maldives"
6,"2020-09","Maldives"
429,"2020-10","Nepal"
36,"2020-12","Kyrgyzstan"
2,"2020-08","Mali"
156,"2020-06","Netherlands"
1,"2020-04","Palestine"
122,"2020-12","Latvia"
4,"2020-04","Malta"
0,"2020-03","Malta"
12,"2020-11","Mauritania"
0,"2020-11","New_Caledonia"
17,"2020-03","Israel"
0,"2020-02","Israel"
8483,"2020-12","Italy"
0,"2020-03","Latvia"
201,"2020-09","Lebanon"
0,"2020-09","New_Caledonia"
0,"2020-04","New_Caledonia"
0,"2020-05","Mauritius"
7364,"2020-12","Mexico"
3,"2020-05","New_Zealand"
1,"2020-03","New_Zealand"
8047,"2020-05","Mexico"
415,"2020-12","Japan"
364,"2020-11","Japan"
0,"2020-09","Niger"
3,"2020-06","Niger"
29,"2020-04","Niger"
3,"2020-03","Niger"
81,"2020-06","Japan"
235,"2020-07","Moldova"
180,"2020-05","Moldova"
49,"2020-04","Nigeria"
3,"2020-02","Japan"
0,"2020-01","Japan"
285,"2020-12","Lithuania"
349,"2020-11","Lithuania"
0,"2020-10","Monaco"
0,"2020-08","Monaco"
749,"2020-11","North_Macedonia"
153,"2020-09","North_Macedonia"
2,"2020-07","Jordan"
6,"2020-08","Lithuania"
0,"2020-11","Mongolia"
0,"2020-08","Mongolia"
7,"2020-03","North_Macedonia"
207,"2020-11","Kazakhstan"
26,"2020-09","Senegal"
1,"2020-09","Sri_Lanka"
8,"2020-05","Tunisia"
1,"2020-06","Sri_Lanka"
559,"2020-07","Turkey"
61,"2020-07","Puerto_Rico"
0,"2020-11","Seychelles"
1,"2020-10","Sudan"
26,"2020-04","Sudan"
0,"2020-06","Seychelles"
2,"2020-07","Uganda"
1,"2020-10","Singapore"
526,"2020-07","Ukraine"
631,"2020-04","Romania"
9,"2020-05","Singapore"
3,"2020-03","Singapore"
0,"2020-02","Singapore"
2514,"2020-04","Sweden"
303,"2020-03","Sweden"
2201,"2020-11","Switzerland"
0,"2020-01","Romania"
3452,"2020-09","Russia"
0,"2020-01","Singapore"
3,"2020-11","Sint_Maarten"
5,"2020-09","Sint_Maarten"
25,"2020-06","Switzerland"
3583,"2020-05","Russia"
10,"2020-03","Russia"
13,"2020-11","Rwanda"
0,"2020-02","Switzerland"
88,"2020-10","Syria"
68,"2020-08","Syria"
0,"2020-03","Rwanda"
0,"2020-03","Saint_Kitts_and_Nevis"
19,"2020-05","Slovenia"
78,"2020-04","Slovenia"
4,"2020-11","Tajikistan"
0,"2020-04","Papua_New_Guinea"
184,"2020-12","Paraguay"
0,"2020-09","Saint_Lucia"
0,"2020-06","Saint_Lucia"
2,"2020-09","Somalia"
28,"2020-04","Somalia"
1475,"2020-12","South_Africa"
2247,"2020-11","South_Africa"
8,"2020-07","Tajikistan"
0,"2020-12","Thailand"
5283,"2020-07","South_Africa"
540,"2020-05","South_Africa"
0,"2020-07","Thailand"
3,"2020-05","Thailand"
0,"2019-12","Thailand"
0,"2020-11","Timor_Leste"
9517,"2020-07","Peru"
89,"2020-09","South_Korea"
0,"2020-07","Timor_Leste"
0,"2020-06","Timor_Leste"
336,"2020-12","Philippines"
305,"2020-06","Philippines"
0,"2020-02","San_Marino"
0,"2020-12","Sao_Tome_and_Principe"
23,"2020-05","South_Korea"
21,"2020-09","Togo"
13,"2020-11","Trinidad_and_Tobago"
11678,"2020-11","Poland"
1,"2020-12","South_Sudan"
450,"2020-09","Poland"
437,"2020-05","Poland"
1119,"2020-06","Saudi_Arabia"
323,"2020-05","Saudi_Arabia"
170,"2020-09","Tunisia"
144,"2020-09","Portugal"
0,"2020-11","Vanuatu"
223,"2020-08","Venezuela"
110,"2020-07","Venezuela"
0,"2020-11","Vietnam"
0,"2020-06","Vietnam"
0,"2020-04","Vietnam"
77,"2020-08","Yemen"
77,"2020-05","Yemen"
15,"2020-06","Zambia"
3,"2020-04","Zimbabwe"
2956,"2020-06","United_Kingdom"
18,"2020-11","Uruguay"
9,"2020-08","Uruguay"
8,"2020-07","Uruguay"
1,"2020-03","Uruguay"
113,"2020-07","Uzbekistan"
189,"2020-05","Afghanistan"
104,"2020-09","Albania"
2,"2020-05","Albania"
19,"2020-04","Albania"
165,"2020-12","Algeria"
35,"2020-03","Algeria"
0,"2020-09","Andorra"
301,"2020-08","Algeria"
0,"2020-09","Anguilla"
0,"2020-03","Anguilla"
0,"2020-07","Antigua_and_Barbuda"
0,"2020-06","Antigua_and_Barbuda"
14273,"2020-10","Argentina"
0,"2020-07","Andorra"
71,"2020-11","Angola"
0,"2020-12","Anguilla"
312,"2020-06","Armenia"
29,"2020-04","Armenia"
3,"2020-03","Armenia"
5090,"2020-08","Argentina"
752,"2020-06","Argentina"
823,"2020-11","Armenia"
81,"2020-09","Armenia"
139,"2020-08","Armenia"
71,"2020-04","Australia"
57,"2020-09","Bahrain"
9,"2020-05","Bahrain"
59,"2020-09","Azerbaijan"
0,"2020-02","Azerbaijan"
51,"2020-10","Bahamas"
0,"2020-03","Barbados"
95,"2020-12","Belarus"
123,"2020-08","Belarus"
0,"2019-12","Belarus"
1040,"2020-12","Belgium"
971,"2020-09","Bangladesh"
0,"2020-10","Barbados"
0,"2020-09","Barbados"
0,"2020-08","Barbados"
0,"2020-05","Belize"
2,"2020-04","Belize"
761,"2020-06","Bolivia"
3,"2020-05","Bermuda"
2072,"2020-08","Bolivia"
16556,"2020-10","Brazil"
0,"2020-06","Bonaire, Saint Eustatius and Saba"
630,"2020-12","Bosnia_and_Herzegovina"
244,"2020-09","Bosnia_and_Herzegovina"
239,"2020-08","Bulgaria"
0,"2020-05","British_Virgin_Islands"
7,"2020-09","Cameroon"
56,"2020-04","Bulgaria"
0,"2019-12","Canada"
174,"2020-09","Canada"
1,"2020-12","Chad"
63,"2020-05","Chad"
0,"2020-03","Chad"
2624,"2020-02","China"
781,"2020-05","Chile"
4,"2020-10","Cote_dIvoire"
34,"2020-07","Cote_dIvoire"
0,"2020-07","Comoros"
5,"2020-12","Congo"
95,"2020-06","Ethiopia"
5,"2020-05","Ethiopia"
0,"2020-03","Ethiopia"
0,"2020-02","Greece"
0,"2020-01","Greece"
0,"2020-11","Greenland"
0,"2020-08","Greenland"
0,"2020-06","Falkland_Islands_(Malvinas)"
0,"2020-04","Falkland_Islands_(Malvinas)"
0,"2020-10","Grenada"
0,"2020-08","Grenada"
0,"2020-07","Grenada"
0,"2020-06","Grenada"
0,"2020-05","Grenada"
10,"2020-07","Denmark"
128,"2020-05","Denmark"
37,"2020-09","Guam"
4893,"2020-08","Iran"
5899,"2020-07","Iran"
2936,"2020-06","Iran"
3200,"2020-04","Iran"
2,"2020-08","Fiji"
0,"2020-03","Fiji"
476,"2020-10","Guatemala"
644,"2020-06","Guatemala"
0,"2020-10","Dominica"
0,"2020-07","Dominica"
94,"2020-11","Dominican_Republic"
110,"2020-05","Finland"
1,"2020-03","Guatemala"
535,"2020-08","Dominican_Republic"
0,"2019-12","Finland"
4,"2020-11","Guinea"
416,"2020-08","Israel"
0,"2020-02","Dominican_Republic"
0,"2019-12","France"
2,"2020-10","Guinea_Bissau"
5,"2020-09","Guinea_Bissau"
0,"2020-07","French_Polynesia"
0,"2020-05","French_Polynesia"
4,"2020-12","Gabon"
1,"2020-10","Gabon"
0,"2020-09","Isle_of_Man"
378,"2020-11","Egypt"
0,"2020-12","Gambia"
0,"2020-11","Haiti"
3,"2020-10","Haiti"
28,"2020-09","Haiti"
19,"2020-05","Cote_dIvoire"
772,"2020-12","Croatia"
40,"2020-08","Croatia"
0,"2020-04","Gambia"
0,"2020-11","Holy_See"
